,booth,electorate,party,candidate,votes
10940,Yarralumla,Yerrabi,Animal Justice Party,"BRENNAN, Bernie",0
10941,Yarralumla,Yerrabi,Animal Justice Party,"HORNE, Francine",0
10942,Yarralumla,Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",0
10943,Yarralumla,Yerrabi,Canberra Liberals,"CASTLEY, Leanne",0
10944,Yarralumla,Yerrabi,Canberra Liberals,"COE, Alistair",0
10945,Yarralumla,Yerrabi,Canberra Liberals,"MILLIGAN, James",0
10946,Yarralumla,Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",0
10947,Yarralumla,Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",0
10948,Yarralumla,Yerrabi,Canberra Progressives,"STELZIG, Mike",0
10949,Yarralumla,Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",0
10950,Yarralumla,Yerrabi,David Pollard Independent,"POLLARD, David",0
10951,Yarralumla,Yerrabi,David Pollard Independent,"POLLARD, Stephanie",0
10952,Yarralumla,Yerrabi,Labour DLP,"HELMORE, Olivia",0
10953,Yarralumla,Yerrabi,Labour DLP,"STRANG, Bernie",0
10954,Yarralumla,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",0
10955,Yarralumla,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",0
10956,Yarralumla,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",0
10957,Yarralumla,Yerrabi,The ACT Greens,"HAQUE, Mainul",0
10958,Yarralumla,Yerrabi,Ungrouped,"CROSS, Helen",0
10959,Yarralumla,Yerrabi,Ungrouped,"LI, Fuxin",0
10960,Amaroo,Brindabella,ACT Labor,"BURCH, Joy",0
10961,Amaroo,Brindabella,ACT Labor,"DAY, Cathy",0
10962,Amaroo,Brindabella,ACT Labor,"FORDE, Brendan",0
10963,Amaroo,Brindabella,ACT Labor,"GENTLEMAN, Mick",0
10964,Amaroo,Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",0
10965,Amaroo,Brindabella,Animal Justice Party,"FAHIZ, Jannah",0
10966,Amaroo,Brindabella,Animal Justice Party,"SOXSMITH, Robyn",0
10967,Amaroo,Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",0
10968,Amaroo,Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",0
10969,Amaroo,Brindabella,Canberra Liberals,"DANIELS, James",0
10970,Amaroo,Brindabella,Canberra Liberals,"HIATT, Jane",0
10971,Amaroo,Brindabella,Canberra Liberals,"LAWDER, Nicole",0
10972,Amaroo,Brindabella,Canberra Liberals,"PARTON, Mark",0
10973,Amaroo,Brindabella,Canberra Liberals,"WALL, Andrew",0
10974,Amaroo,Brindabella,Liberal Democrats,"GOWOR, Jacob",0
10975,Amaroo,Brindabella,Liberal Democrats,"KNIGHT, Matthew",0
10976,Amaroo,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",0
10977,Amaroo,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",0
10978,Amaroo,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",0
10979,Amaroo,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",0
10980,Amaroo,Brindabella,The ACT Greens,"DAVIS, Johnathan",0
10981,Amaroo,Brindabella,The ACT Greens,"ELLERMAN, Sue",0
10982,Amaroo,Brindabella,The ACT Greens,"NUTTALL, Laura",0
10983,Amaroo,Ginninderra,ACT Labor,"BERRY, Yvette",3
10984,Amaroo,Ginninderra,ACT Labor,"CHEYNE, Tara",2
10985,Amaroo,Ginninderra,ACT Labor,"DUCKER, Sue",2
10986,Amaroo,Ginninderra,ACT Labor,"LLOYD, Greg",0
10987,Amaroo,Ginninderra,ACT Labor,"RAMSAY, Gordon",6
10988,Amaroo,Ginninderra,Animal Justice Party,"DREW, Carolyne",1
10989,Amaroo,Ginninderra,Animal Justice Party,"DREW, Lara",0
10990,Amaroo,Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
10991,Amaroo,Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",1
10992,Amaroo,Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
10993,Amaroo,Ginninderra,Belco Party,"DUBEY, Vijay",0
10994,Amaroo,Ginninderra,Belco Party,"HENRY, Chic",0
10995,Amaroo,Ginninderra,Belco Party,"LOUNT, Angela",0
10996,Amaroo,Ginninderra,Belco Party,"STEFANIAK, Bill",0
10997,Amaroo,Ginninderra,Belco Party,"TUTT, Alan",0
10998,Amaroo,Ginninderra,Canberra Liberals,"CAIN, Peter",1
10999,Amaroo,Ginninderra,Canberra Liberals,"GUNNING, Robert",2
11000,Amaroo,Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",1
11001,Amaroo,Ginninderra,Canberra Liberals,"LAM, Kacey",3
11002,Amaroo,Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",0
11003,Amaroo,Ginninderra,Labour DLP,"McCLURE, Helen",1
11004,Amaroo,Ginninderra,Labour DLP,"McCLURE, Ian",0
11005,Amaroo,Ginninderra,Liberal Democrats,"DE LUCA, Dominic",0
11006,Amaroo,Ginninderra,Liberal Democrats,"JAKEMAN, Guy",1
11007,Amaroo,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",0
11008,Amaroo,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",0
11009,Amaroo,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",0
11010,Amaroo,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",0
11011,Amaroo,Ginninderra,The ACT Greens,"CLAY, Jo",1
11012,Amaroo,Ginninderra,The ACT Greens,"LIERSCH, Tim",0
11013,Amaroo,Ginninderra,The ACT Greens,"MILLNER, Katt",1
11014,Amaroo,Ginninderra,Ungrouped,"CULLEN, Mignonne",0
11015,Amaroo,Kurrajong,ACT Labor,"ANDERSON, Judy",0
11016,Amaroo,Kurrajong,ACT Labor,"BARR, Andrew",0
11017,Amaroo,Kurrajong,ACT Labor,"INGRAM, Jacob",0
11018,Amaroo,Kurrajong,ACT Labor,"NORTHAM, Maddy",0
11019,Amaroo,Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",0
11020,Amaroo,Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",0
11021,Amaroo,Kurrajong,Animal Justice Party,"SMITH, Julie",0
11022,Amaroo,Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",0
11023,Amaroo,Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",0
11024,Amaroo,Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",0
11025,Amaroo,Kurrajong,Canberra Liberals,"BURCH, Candice",0
11026,Amaroo,Kurrajong,Canberra Liberals,"GUMBER, Rattesh",0
11027,Amaroo,Kurrajong,Canberra Liberals,"JOHNSON, Robert",0
11028,Amaroo,Kurrajong,Canberra Liberals,"LEE, Elizabeth",0
11029,Amaroo,Kurrajong,Canberra Liberals,"PENTONY, Patrick",0
11030,Amaroo,Kurrajong,Canberra Progressives,"BOHM, Tim",0
11031,Amaroo,Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",0
11032,Amaroo,Kurrajong,Canberra Progressives,"FAULKNER, Therese",0
11033,Amaroo,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",0
11034,Amaroo,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",0
11035,Amaroo,Kurrajong,The ACT Greens,"BOISEN, Adriana",0
11036,Amaroo,Kurrajong,The ACT Greens,"BREWER, Michael",0
11037,Amaroo,Kurrajong,The ACT Greens,"RATTENBURY, Shane",0
11038,Amaroo,Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",0
11039,Amaroo,Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",0
11040,Amaroo,Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",0
11041,Amaroo,Kurrajong,Ungrouped,"DAMIANO, Marilena",0
11042,Amaroo,Kurrajong,Ungrouped,"PAINE, Bruce",0
11043,Amaroo,Murrumbidgee,ACT Labor,"CODY, Bec",0
11044,Amaroo,Murrumbidgee,ACT Labor,"DOBSON, Tim",0
11045,Amaroo,Murrumbidgee,ACT Labor,"LONG, Brendan",0
11046,Amaroo,Murrumbidgee,ACT Labor,"PATERSON, Marisa",0
11047,Amaroo,Murrumbidgee,ACT Labor,"STEEL, Chris",0
11048,Amaroo,Murrumbidgee,Animal Justice Party,"del VALLE, Yana",0
11049,Amaroo,Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",0
11050,Amaroo,Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",0
11051,Amaroo,Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",0
11052,Amaroo,Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",0
11053,Amaroo,Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",0
11054,Amaroo,Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",0
11055,Amaroo,Murrumbidgee,Canberra Liberals,"COCKS, Ed",0
11056,Amaroo,Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",0
11057,Amaroo,Murrumbidgee,Canberra Liberals,"JONES, Giulia",0
11058,Amaroo,Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",0
11059,Amaroo,Murrumbidgee,Canberra Liberals,"SUINE, Sarah",0
11060,Amaroo,Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",0
11061,Amaroo,Murrumbidgee,Canberra Progressives,"LIN, Stephen",0
11062,Amaroo,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",0
11063,Amaroo,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",0
11064,Amaroo,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",0
11065,Amaroo,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",0
11066,Amaroo,Murrumbidgee,The ACT Greens,"BAKER, Terry",0
11067,Amaroo,Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",0
11068,Amaroo,Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",0
11069,Amaroo,Murrumbidgee,Ungrouped,"CARRICK, Fiona",0
11070,Amaroo,Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",0
11071,Amaroo,Murrumbidgee,Ungrouped,"WHYTE, Brendan",0
11072,Amaroo,Yerrabi,ACT Labor,"FISCHER, Tom",24
11073,Amaroo,Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",63
11074,Amaroo,Yerrabi,ACT Labor,"ORR, Suzanne",58
11075,Amaroo,Yerrabi,ACT Labor,"PETTERSSON, Michael",101
11076,Amaroo,Yerrabi,ACT Labor,"PHILLIPS, Georgia",85
11077,Amaroo,Yerrabi,Animal Justice Party,"BRENNAN, Bernie",3
11078,Amaroo,Yerrabi,Animal Justice Party,"HORNE, Francine",10
11079,Amaroo,Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",3
11080,Amaroo,Yerrabi,Canberra Liberals,"CASTLEY, Leanne",94
11081,Amaroo,Yerrabi,Canberra Liberals,"COE, Alistair",103
11082,Amaroo,Yerrabi,Canberra Liberals,"MILLIGAN, James",58
11083,Amaroo,Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",36
11084,Amaroo,Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",32
11085,Amaroo,Yerrabi,Canberra Progressives,"STELZIG, Mike",5
11086,Amaroo,Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",19
11087,Amaroo,Yerrabi,David Pollard Independent,"POLLARD, David",15
11088,Amaroo,Yerrabi,David Pollard Independent,"POLLARD, Stephanie",5
11089,Amaroo,Yerrabi,Labour DLP,"HELMORE, Olivia",23
11090,Amaroo,Yerrabi,Labour DLP,"STRANG, Bernie",15
11091,Amaroo,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",2
11092,Amaroo,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",7
11093,Amaroo,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",44
11094,Amaroo,Yerrabi,The ACT Greens,"HAQUE, Mainul",40
11095,Amaroo,Yerrabi,Ungrouped,"CROSS, Helen",2
11096,Amaroo,Yerrabi,Ungrouped,"LI, Fuxin",8
11097,Bonner,Brindabella,ACT Labor,"BURCH, Joy",0
11098,Bonner,Brindabella,ACT Labor,"DAY, Cathy",0
11099,Bonner,Brindabella,ACT Labor,"FORDE, Brendan",0
11100,Bonner,Brindabella,ACT Labor,"GENTLEMAN, Mick",0
11101,Bonner,Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",0
11102,Bonner,Brindabella,Animal Justice Party,"FAHIZ, Jannah",0
11103,Bonner,Brindabella,Animal Justice Party,"SOXSMITH, Robyn",0
11104,Bonner,Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",0
11105,Bonner,Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",0
11106,Bonner,Brindabella,Canberra Liberals,"DANIELS, James",0
11107,Bonner,Brindabella,Canberra Liberals,"HIATT, Jane",0
11108,Bonner,Brindabella,Canberra Liberals,"LAWDER, Nicole",0
11109,Bonner,Brindabella,Canberra Liberals,"PARTON, Mark",0
11110,Bonner,Brindabella,Canberra Liberals,"WALL, Andrew",0
11111,Bonner,Brindabella,Liberal Democrats,"GOWOR, Jacob",0
11112,Bonner,Brindabella,Liberal Democrats,"KNIGHT, Matthew",0
11113,Bonner,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",0
11114,Bonner,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",0
11115,Bonner,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",0
11116,Bonner,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",0
11117,Bonner,Brindabella,The ACT Greens,"DAVIS, Johnathan",0
11118,Bonner,Brindabella,The ACT Greens,"ELLERMAN, Sue",0
11119,Bonner,Brindabella,The ACT Greens,"NUTTALL, Laura",0
11120,Bonner,Ginninderra,ACT Labor,"BERRY, Yvette",4
11121,Bonner,Ginninderra,ACT Labor,"CHEYNE, Tara",1
11122,Bonner,Ginninderra,ACT Labor,"DUCKER, Sue",0
11123,Bonner,Ginninderra,ACT Labor,"LLOYD, Greg",1
11124,Bonner,Ginninderra,ACT Labor,"RAMSAY, Gordon",0
11125,Bonner,Ginninderra,Animal Justice Party,"DREW, Carolyne",0
11126,Bonner,Ginninderra,Animal Justice Party,"DREW, Lara",0
11127,Bonner,Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
11128,Bonner,Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",0
11129,Bonner,Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
11130,Bonner,Ginninderra,Belco Party,"DUBEY, Vijay",0
11131,Bonner,Ginninderra,Belco Party,"HENRY, Chic",1
11132,Bonner,Ginninderra,Belco Party,"LOUNT, Angela",0
11133,Bonner,Ginninderra,Belco Party,"STEFANIAK, Bill",2
11134,Bonner,Ginninderra,Belco Party,"TUTT, Alan",1
11135,Bonner,Ginninderra,Canberra Liberals,"CAIN, Peter",1
11136,Bonner,Ginninderra,Canberra Liberals,"GUNNING, Robert",0
11137,Bonner,Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",2
11138,Bonner,Ginninderra,Canberra Liberals,"LAM, Kacey",0
11139,Bonner,Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",1
11140,Bonner,Ginninderra,Labour DLP,"McCLURE, Helen",2
11141,Bonner,Ginninderra,Labour DLP,"McCLURE, Ian",0
11142,Bonner,Ginninderra,Liberal Democrats,"DE LUCA, Dominic",0
11143,Bonner,Ginninderra,Liberal Democrats,"JAKEMAN, Guy",0
11144,Bonner,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",1
11145,Bonner,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",1
11146,Bonner,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",1
11147,Bonner,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",0
11148,Bonner,Ginninderra,The ACT Greens,"CLAY, Jo",0
11149,Bonner,Ginninderra,The ACT Greens,"LIERSCH, Tim",0
11150,Bonner,Ginninderra,The ACT Greens,"MILLNER, Katt",2
11151,Bonner,Ginninderra,Ungrouped,"CULLEN, Mignonne",0
11152,Bonner,Kurrajong,ACT Labor,"ANDERSON, Judy",0
11153,Bonner,Kurrajong,ACT Labor,"BARR, Andrew",0
11154,Bonner,Kurrajong,ACT Labor,"INGRAM, Jacob",0
11155,Bonner,Kurrajong,ACT Labor,"NORTHAM, Maddy",0
11156,Bonner,Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",0
11157,Bonner,Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",0
11158,Bonner,Kurrajong,Animal Justice Party,"SMITH, Julie",0
11159,Bonner,Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",0
11160,Bonner,Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",0
11161,Bonner,Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",0
11162,Bonner,Kurrajong,Canberra Liberals,"BURCH, Candice",0
11163,Bonner,Kurrajong,Canberra Liberals,"GUMBER, Rattesh",0
11164,Bonner,Kurrajong,Canberra Liberals,"JOHNSON, Robert",0
11165,Bonner,Kurrajong,Canberra Liberals,"LEE, Elizabeth",0
11166,Bonner,Kurrajong,Canberra Liberals,"PENTONY, Patrick",0
11167,Bonner,Kurrajong,Canberra Progressives,"BOHM, Tim",0
11168,Bonner,Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",0
11169,Bonner,Kurrajong,Canberra Progressives,"FAULKNER, Therese",0
11170,Bonner,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",0
11171,Bonner,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",0
11172,Bonner,Kurrajong,The ACT Greens,"BOISEN, Adriana",0
11173,Bonner,Kurrajong,The ACT Greens,"BREWER, Michael",0
11174,Bonner,Kurrajong,The ACT Greens,"RATTENBURY, Shane",0
11175,Bonner,Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",0
11176,Bonner,Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",0
11177,Bonner,Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",0
11178,Bonner,Kurrajong,Ungrouped,"DAMIANO, Marilena",0
11179,Bonner,Kurrajong,Ungrouped,"PAINE, Bruce",0
11180,Bonner,Murrumbidgee,ACT Labor,"CODY, Bec",0
11181,Bonner,Murrumbidgee,ACT Labor,"DOBSON, Tim",0
11182,Bonner,Murrumbidgee,ACT Labor,"LONG, Brendan",0
11183,Bonner,Murrumbidgee,ACT Labor,"PATERSON, Marisa",0
11184,Bonner,Murrumbidgee,ACT Labor,"STEEL, Chris",0
11185,Bonner,Murrumbidgee,Animal Justice Party,"del VALLE, Yana",0
11186,Bonner,Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",0
11187,Bonner,Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",0
11188,Bonner,Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",0
11189,Bonner,Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",0
11190,Bonner,Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",0
11191,Bonner,Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",0
11192,Bonner,Murrumbidgee,Canberra Liberals,"COCKS, Ed",0
11193,Bonner,Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",0
11194,Bonner,Murrumbidgee,Canberra Liberals,"JONES, Giulia",0
11195,Bonner,Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",0
11196,Bonner,Murrumbidgee,Canberra Liberals,"SUINE, Sarah",0
11197,Bonner,Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",0
11198,Bonner,Murrumbidgee,Canberra Progressives,"LIN, Stephen",0
11199,Bonner,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",0
11200,Bonner,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",0
11201,Bonner,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",0
11202,Bonner,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",0
11203,Bonner,Murrumbidgee,The ACT Greens,"BAKER, Terry",0
11204,Bonner,Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",0
11205,Bonner,Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",0
11206,Bonner,Murrumbidgee,Ungrouped,"CARRICK, Fiona",0
11207,Bonner,Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",0
11208,Bonner,Murrumbidgee,Ungrouped,"WHYTE, Brendan",0
11209,Bonner,Yerrabi,ACT Labor,"FISCHER, Tom",27
11210,Bonner,Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",105
11211,Bonner,Yerrabi,ACT Labor,"ORR, Suzanne",48
11212,Bonner,Yerrabi,ACT Labor,"PETTERSSON, Michael",97
11213,Bonner,Yerrabi,ACT Labor,"PHILLIPS, Georgia",37
11214,Bonner,Yerrabi,Animal Justice Party,"BRENNAN, Bernie",9
11215,Bonner,Yerrabi,Animal Justice Party,"HORNE, Francine",12
11216,Bonner,Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",0
11217,Bonner,Yerrabi,Canberra Liberals,"CASTLEY, Leanne",68
11218,Bonner,Yerrabi,Canberra Liberals,"COE, Alistair",127
11219,Bonner,Yerrabi,Canberra Liberals,"MILLIGAN, James",38
11220,Bonner,Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",33
11221,Bonner,Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",53
11222,Bonner,Yerrabi,Canberra Progressives,"STELZIG, Mike",3
11223,Bonner,Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",18
11224,Bonner,Yerrabi,David Pollard Independent,"POLLARD, David",10
11225,Bonner,Yerrabi,David Pollard Independent,"POLLARD, Stephanie",5
11226,Bonner,Yerrabi,Labour DLP,"HELMORE, Olivia",23
11227,Bonner,Yerrabi,Labour DLP,"STRANG, Bernie",25
11228,Bonner,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",3
11229,Bonner,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",3
11230,Bonner,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",48
11231,Bonner,Yerrabi,The ACT Greens,"HAQUE, Mainul",59
11232,Bonner,Yerrabi,Ungrouped,"CROSS, Helen",5
11233,Bonner,Yerrabi,Ungrouped,"LI, Fuxin",4
11234,Forde,Brindabella,ACT Labor,"BURCH, Joy",0
11235,Forde,Brindabella,ACT Labor,"DAY, Cathy",0
11236,Forde,Brindabella,ACT Labor,"FORDE, Brendan",0
11237,Forde,Brindabella,ACT Labor,"GENTLEMAN, Mick",0
11238,Forde,Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",0
11239,Forde,Brindabella,Animal Justice Party,"FAHIZ, Jannah",0
11240,Forde,Brindabella,Animal Justice Party,"SOXSMITH, Robyn",0
11241,Forde,Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",0
11242,Forde,Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",0
11243,Forde,Brindabella,Canberra Liberals,"DANIELS, James",0
11244,Forde,Brindabella,Canberra Liberals,"HIATT, Jane",0
11245,Forde,Brindabella,Canberra Liberals,"LAWDER, Nicole",0
11246,Forde,Brindabella,Canberra Liberals,"PARTON, Mark",0
11247,Forde,Brindabella,Canberra Liberals,"WALL, Andrew",0
11248,Forde,Brindabella,Liberal Democrats,"GOWOR, Jacob",0
11249,Forde,Brindabella,Liberal Democrats,"KNIGHT, Matthew",0
11250,Forde,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",0
11251,Forde,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",0
11252,Forde,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",0
11253,Forde,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",0
11254,Forde,Brindabella,The ACT Greens,"DAVIS, Johnathan",0
11255,Forde,Brindabella,The ACT Greens,"ELLERMAN, Sue",0
11256,Forde,Brindabella,The ACT Greens,"NUTTALL, Laura",0
11257,Forde,Ginninderra,ACT Labor,"BERRY, Yvette",0
11258,Forde,Ginninderra,ACT Labor,"CHEYNE, Tara",0
11259,Forde,Ginninderra,ACT Labor,"DUCKER, Sue",0
11260,Forde,Ginninderra,ACT Labor,"LLOYD, Greg",0
11261,Forde,Ginninderra,ACT Labor,"RAMSAY, Gordon",0
11262,Forde,Ginninderra,Animal Justice Party,"DREW, Carolyne",0
11263,Forde,Ginninderra,Animal Justice Party,"DREW, Lara",0
11264,Forde,Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
11265,Forde,Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",0
11266,Forde,Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
11267,Forde,Ginninderra,Belco Party,"DUBEY, Vijay",0
11268,Forde,Ginninderra,Belco Party,"HENRY, Chic",0
11269,Forde,Ginninderra,Belco Party,"LOUNT, Angela",0
11270,Forde,Ginninderra,Belco Party,"STEFANIAK, Bill",0
11271,Forde,Ginninderra,Belco Party,"TUTT, Alan",0
11272,Forde,Ginninderra,Canberra Liberals,"CAIN, Peter",0
11273,Forde,Ginninderra,Canberra Liberals,"GUNNING, Robert",0
11274,Forde,Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",0
11275,Forde,Ginninderra,Canberra Liberals,"LAM, Kacey",0
11276,Forde,Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",0
11277,Forde,Ginninderra,Labour DLP,"McCLURE, Helen",0
11278,Forde,Ginninderra,Labour DLP,"McCLURE, Ian",0
11279,Forde,Ginninderra,Liberal Democrats,"DE LUCA, Dominic",0
11280,Forde,Ginninderra,Liberal Democrats,"JAKEMAN, Guy",0
11281,Forde,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",0
11282,Forde,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",0
11283,Forde,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",0
11284,Forde,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",0
